NACA4 - A PROGRAM TO COMPUTE NACA 4-DIGIT AND 4-DIGIT MODIFIED SECTIONS
   INCLUDES 5-DIGIT AND 16-SERIES AIRFOILS

SUMMARY OF INPUT DATA AND DEFAULTS

 &INPUT4 NAME=NACA 0010-64                                                ,
 PROFILE=4-DIGITMOD,CAMBER=NONE      ,TOC=0.100000,RLE=0.110000E-01,
 DX=0.100000E-01,CHD=1.00000,XM=0.400000,D1=0.315000,CMB=0.000000,
 CM=0.500000,K2OK1=0.000000,CLI=0.000000,0.000000,0.000000,0.000000,
 0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,A=1.00000,1.00000,
 1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,
 CMBNMR=1.00000 &END
-----------------------------------------------------



THICKNESS PARAMETERS FOR 4-DIGIT MODIFIED AIRFOIL
   t/c         =  0.100000
   l.e. radius =  0.011000
   t.e. slope  =  0.315000
-----------------------------------------------------



CAMBER DEFINITION
Uncambered airfoil
-----------------------------------------------------



DERIVED COEFFICIENTS FOR THE AIRFOIL
        0           1          2          3
 0.00475  0.00964  0.9538      -1.131E+02
 0.00500  0.00987  0.9266      -1.047E+02
 0.00525  0.01010  0.9014      -9.731E+01
 0.00550  0.01033  0.8779      -9.074E+01
 0.00575  0.01054  0.8559      -8.488E+01
 0.00600  0.01075  0.8354      -7.962E+01
 0.00625  0.01096  0.8161      -7.488E+01
 0.00650  0.01116  0.7979      -7.059E+01
 0.00675  0.01136  0.7808      -6.670E+01
 0.00700  0.01155  0.7645      -6.315E+01
 0.00725  0.01174  0.7492      -5.990E+01
 0.00750  0.01193  0.7346      -5.692E+01
 0.00775  0.01211  0.7207      -5.418E+01
 0.00800  0.01229  0.7075      -5.165E+01
 0.00825  0.01246  0.6948      -4.932E+01
 0.00850  0.01263  0.6828      -4.715E+01
 0.00875  0.01280  0.6713      -4.514E+01
 0.00900  0.01297  0.6602      -4.326E+01
 0.00925  0.01313  0.6496      -4.151E+01
 0.00950  0.01330  0.6394      -3.988E+01
 0.00975  0.01345  0.6297      -3.835E+01
 0.01000  0.01361  0.6203      -3.691E+01
 0.01025  0.01376  0.6112      -3.557E+01
 0.01050  0.01392  0.6025      -3.430E+01
 0.01075  0.01407  0.5940      -3.310E+01
 0.01100  0.01421  0.5859      -3.198E+01
 0.01125  0.01436  0.5781      -3.091E+01
 0.01150  0.01450  0.5705      -2.990E+01
 0.01175  0.01464  0.5631      -2.895E+01
 0.01200  0.01478  0.5560      -2.804E+01
 0.01225  0.01492  0.5491      -2.719E+01
 0.01250  0.01506  0.5424      -2.637E+01
 0.01500  0.01634  0.4850      -2.002E+01
 0.01750  0.01749  0.4405      -1.586E+01
 0.02000  0.01855  0.4047      -1.295E+01
 0.02250  0.01952  0.3751      -1.083E+01
 0.02500  0.02043  0.3501      -9.227E+00
 0.02750  0.02128  0.3286      -7.979E+00
 0.03000  0.02207  0.3100      -6.986E+00
 0.03250  0.02283  0.2936      -6.181E+00
 0.03500  0.02354  0.2790      -5.517E+00
 0.03750  0.02422  0.2659      -4.962E+00
 0.04000  0.02487  0.2541      -4.493E+00
 0.04250  0.02549  0.2434      -4.092E+00
 0.04500  0.02609  0.2336      -3.746E+00
 0.04750  0.02666  0.2246      -3.446E+00
 0.05000  0.02721  0.2163      -3.182E+00
 0.05250  0.02775  0.2086      -2.950E+00
 0.05500  0.02826  0.2015      -2.745E+00
 0.05750  0.02875  0.1949      -2.561E+00
 0.06000  0.02923  0.1887      -2.397E+00
 0.06250  0.02970  0.1829      -2.249E+00
 0.06500  0.03015  0.1775      -2.115E+00
 0.06750  0.03058  0.1723      -1.994E+00
 0.07000  0.03101  0.1675      -1.884E+00
 0.07250  0.03142  0.1629      -1.783E+00
 0.07500  0.03182  0.1586      -1.691E+00
 0.07750  0.03222  0.1544      -1.606E+00
 0.08000  0.03260  0.1505      -1.529E+00
 0.08250  0.03297  0.1468      -1.457E+00
 0.08500  0.03333  0.1432      -1.390E+00
 0.08750  0.03368  0.1398      -1.328E+00
 0.09000  0.03403  0.1366      -1.271E+00
 0.09250  0.03437  0.1335      -1.218E+00
 0.09500  0.03470  0.1305      -1.168E+00
 0.09750  0.03502  0.1276      -1.122E+00
 0.10000  0.03534  0.1249      -1.078E+00
 0.11000  0.03653  0.1149      -9.301E-01
 0.12000  0.03764  0.1062      -8.137E-01
 0.13000  0.03866  0.9852E-01  -7.208E-01
 0.14000  0.03961  0.9170E-01  -6.455E-01
 0.15000  0.04050  0.8556E-01  -5.839E-01
 0.16000  0.04132  0.7999E-01  -5.330E-01
 0.17000  0.04210  0.7487E-01  -4.906E-01
 0.18000  0.04282  0.7015E-01  -4.551E-01
 0.19000  0.04350  0.6575E-01  -4.253E-01
 0.20000  0.04414  0.6163E-01  -4.001E-01
 0.21000  0.04474  0.5774E-01  -3.788E-01
 0.22000  0.04529  0.5404E-01  -3.608E-01
 0.23000  0.04582  0.5051E-01  -3.456E-01
 0.24000  0.04630  0.4712E-01  -3.328E-01
 0.25000  0.04676  0.4385E-01  -3.220E-01
 0.26000  0.04718  0.4068E-01  -3.131E-01
 0.27000  0.04757  0.3758E-01  -3.057E-01
 0.28000  0.04793  0.3456E-01  -2.996E-01
 0.29000  0.04826  0.3159E-01  -2.948E-01
 0.30000  0.04857  0.2866E-01  -2.910E-01
 0.31000  0.04884  0.2576E-01  -2.881E-01
 0.32000  0.04908  0.2289E-01  -2.861E-01
 0.33000  0.04930  0.2004E-01  -2.848E-01
 0.34000  0.04948  0.1720E-01  -2.843E-01
 0.35000  0.04964  0.1435E-01  -2.843E-01
 0.36000  0.04977  0.1151E-01  -2.848E-01
 0.37000  0.04987  0.8655E-02  -2.859E-01
 0.38000  0.04994  0.5788E-02  -2.874E-01
 0.39000  0.04999  0.2905E-02  -2.894E-01
 0.40000  0.05000  0.3355E-07  -2.917E-01
 0.41000  0.04999 -0.2912E-02  -2.907E-01
 0.42000  0.04994 -0.5814E-02  -2.897E-01
 0.43000  0.04987 -0.8706E-02  -2.888E-01
 0.44000  0.04977 -0.1159E-01  -2.878E-01
 0.45000  0.04964 -0.1446E-01  -2.868E-01
 0.46000  0.04948 -0.1732E-01  -2.858E-01
 0.47000  0.04929 -0.2018E-01  -2.849E-01
 0.48000  0.04907 -0.2302E-01  -2.839E-01
 0.49000  0.04883 -0.2586E-01  -2.829E-01
 0.50000  0.04856 -0.2868E-01  -2.819E-01
 0.51000  0.04826 -0.3150E-01  -2.810E-01
 0.52000  0.04793 -0.3430E-01  -2.800E-01
 0.53000  0.04757 -0.3710E-01  -2.790E-01
 0.54000  0.04719 -0.3988E-01  -2.781E-01
 0.55000  0.04677 -0.4266E-01  -2.771E-01
 0.56000  0.04633 -0.4542E-01  -2.761E-01
 0.57000  0.04587 -0.4818E-01  -2.751E-01
 0.58000  0.04537 -0.5092E-01  -2.742E-01
 0.59000  0.04485 -0.5366E-01  -2.732E-01
 0.60000  0.04430 -0.5639E-01  -2.722E-01
 0.61000  0.04372 -0.5911E-01  -2.713E-01
 0.62000  0.04311 -0.6181E-01  -2.703E-01
 0.63000  0.04248 -0.6451E-01  -2.693E-01
 0.64000  0.04182 -0.6720E-01  -2.683E-01
 0.65000  0.04114 -0.6988E-01  -2.674E-01
 0.66000  0.04043 -0.7255E-01  -2.664E-01
 0.67000  0.03969 -0.7521E-01  -2.654E-01
 0.68000  0.03892 -0.7786E-01  -2.644E-01
 0.69000  0.03813 -0.8050E-01  -2.635E-01
 0.70000  0.03731 -0.8312E-01  -2.625E-01
 0.71000  0.03647 -0.8575E-01  -2.615E-01
 0.72000  0.03560 -0.8836E-01  -2.606E-01
 0.73000  0.03470 -0.9096E-01  -2.596E-01
 0.74000  0.03378 -0.9355E-01  -2.586E-01
 0.75000  0.03283 -0.9613E-01  -2.576E-01
 0.76000  0.03186 -0.9870E-01  -2.567E-01
 0.77000  0.03086 -0.1013      -2.557E-01
 0.78000  0.02983 -0.1038      -2.547E-01
 0.79000  0.02878 -0.1064      -2.538E-01
 0.80000  0.02770 -0.1089      -2.528E-01
 0.81000  0.02660 -0.1114      -2.518E-01
 0.82000  0.02548 -0.1139      -2.508E-01
 0.83000  0.02432 -0.1164      -2.499E-01
 0.84000  0.02315 -0.1189      -2.489E-01
 0.85000  0.02195 -0.1214      -2.479E-01
 0.86000  0.02072 -0.1239      -2.469E-01
 0.87000  0.01947 -0.1263      -2.460E-01
 0.88000  0.01819 -0.1288      -2.450E-01
 0.89000  0.01689 -0.1312      -2.440E-01
 0.90000  0.01557 -0.1337      -2.431E-01
 0.91000  0.01422 -0.1361      -2.421E-01
 0.92000  0.01285 -0.1385      -2.411E-01
 0.93000  0.01145 -0.1409      -2.401E-01
 0.94000  0.01003 -0.1433      -2.392E-01
 0.95000  0.00858 -0.1457      -2.382E-01
 0.96000  0.00711 -0.1481      -2.372E-01
 0.97000  0.00562 -0.1505      -2.363E-01
 0.98000  0.00410 -0.1528      -2.353E-01
 0.99000  0.00256 -0.1552      -2.343E-01
 1.00000  0.00100 -0.1575      -2.333E-01

          NACA 0010-64                                                
-----------------------------------------------------



