NACA6 - A PROGRAM TO COMPUTE NACA 6-SERIES AND 6A-SERIES AIRFOIL SECTIONS

SUMMARY OF INPUT DATA AND DEFAULTS

 &INPUT6 A=0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
 0.000000,0.000000,0.000000,CHD=1.00000,CLI=0.400000,0.000000,0.000000,
 0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
 CMBNMR=1.00000,
 NAME=
 NACA 63A409                                                                     ,
 CAMBER=63A ,PROFILE=63A,TOC=0.900000E-01 &END
-----------------------------------------------------



CAMBER DEFINITION
      Modified 6-series camber line
6-SERIES CAMBER LINE PARAMETERS
  #    CLI    A
  1  0.40000  0.80000
-----------------------------------------------------



ITERATION TO ACHIEVE SPECIFIED THICKNESS
 RAT( 1) =    1.00000
 RAT( 2) =    0.75031
 RAT( 3) =    0.99496


 PEAK IS AT X/C =   0.367185
 MAXIMUM Y/C =   0.044998
 SLOPE CHANGES SIGN AT X/C, Y/C =   0.363073  0.045000
 X/C FIT OF ELLIPSE =   0.005747
 Y/C FIT OF ELLIPSE =   0.007967
 SLOPE FIT OF ELLIPSE =   0.631155
 RADIUS AT ORIGIN OF ELLIPSE THRU XT(11)/C, YT(11)/C =   0.006121
 RATIO OF T/C INPUT TO T/C COMPUTED =   0.999928
 CUMULATIVE SCALING OF EPS, PSI =   0.746527
 NUMBER OF ITERATIONS =          3
-----------------------------------------------------



 DIMENSIONS OF CAMBERED AIRFOIL, CHORD LENGTH=1
 UNCAMBERED ---- UPPER SURFACE VALUES ---    --- LOWER SURFACE VALUES ----
   X/C        XU/C       YU/C     dYU/dXU      XL/C       YL/C     dYL/dXL
 0.00600    0.00453    0.00930     0.8547    0.00747   -0.00668    -0.4034
 0.00625    0.00476    0.00950     0.8354    0.00774   -0.00679    -0.3922
 0.00650    0.00500    0.00969     0.8181    0.00800   -0.00689    -0.3820
 0.00675    0.00523    0.00988     0.8024    0.00827   -0.00699    -0.3729
 0.00700    0.00547    0.01007     0.7884    0.00853   -0.00709    -0.3648
 0.00725    0.00571    0.01026     0.7754    0.00879   -0.00718    -0.3573
 0.00750    0.00594    0.01044     0.7631    0.00906   -0.00727    -0.3502
 0.00775    0.00618    0.01062     0.7515    0.00932   -0.00737    -0.3434
 0.00800    0.00641    0.01079     0.7404    0.00959   -0.00746    -0.3370
 0.00825    0.00665    0.01097     0.7300    0.00985   -0.00754    -0.3309
 0.00850    0.00689    0.01114     0.7201    0.01011   -0.00763    -0.3252
 0.00875    0.00713    0.01131     0.7105    0.01037   -0.00771    -0.3196
 0.00900    0.00737    0.01148     0.7011    0.01063   -0.00780    -0.3141
 0.00925    0.00760    0.01164     0.6921    0.01090   -0.00788    -0.3087
 0.00950    0.00784    0.01181     0.6833    0.01116   -0.00796    -0.3035
 0.00975    0.00808    0.01197     0.6747    0.01142   -0.00804    -0.2984
 0.01000    0.00832    0.01213     0.6665    0.01168   -0.00811    -0.2935
 0.01025    0.00856    0.01229     0.6587    0.01194   -0.00819    -0.2888
 0.01050    0.00880    0.01245     0.6512    0.01220   -0.00826    -0.2844
 0.01075    0.00904    0.01260     0.6441    0.01246   -0.00834    -0.2802
 0.01100    0.00928    0.01275     0.6374    0.01272   -0.00841    -0.2762
 0.01125    0.00952    0.01291     0.6311    0.01298   -0.00848    -0.2725
 0.01150    0.00976    0.01306     0.6250    0.01324   -0.00855    -0.2690
 0.01175    0.01000    0.01321     0.6190    0.01350   -0.00862    -0.2655
 0.01200    0.01024    0.01336     0.6131    0.01376   -0.00869    -0.2620
 0.01225    0.01048    0.01350     0.6073    0.01402   -0.00876    -0.2586
 0.01250    0.01072    0.01365     0.6014    0.01428   -0.00882    -0.2550
 0.01500    0.01314    0.01504     0.5518    0.01686   -0.00944    -0.2255
 0.01750    0.01557    0.01634     0.5148    0.01943   -0.00999    -0.2040
 0.02000    0.01802    0.01755     0.4838    0.02198   -0.01049    -0.1859
 0.02250    0.02046    0.01871     0.4587    0.02454   -0.01095    -0.1717
 0.02500    0.02292    0.01980     0.4371    0.02708   -0.01137    -0.1595
 0.02750    0.02538    0.02086     0.4182    0.02962   -0.01176    -0.1490
 0.03000    0.02784    0.02187     0.4019    0.03216   -0.01213    -0.1402
 0.03250    0.03031    0.02284     0.3869    0.03469   -0.01247    -0.1319
 0.03500    0.03278    0.02378     0.3738    0.03722   -0.01279    -0.1250
 0.03750    0.03525    0.02469     0.3624    0.03975   -0.01310    -0.1193
 0.04000    0.03773    0.02557     0.3515    0.04227   -0.01340    -0.1137
 0.04250    0.04020    0.02643     0.3411    0.04480   -0.01368    -0.1083
 0.04500    0.04268    0.02726     0.3321    0.04732   -0.01394    -0.1038
 0.04750    0.04516    0.02808     0.3239    0.04984   -0.01420    -0.1000
 0.05000    0.04765    0.02887     0.3156    0.05235   -0.01445    -0.0958
 0.05250    0.05013    0.02965     0.3082    0.05487   -0.01468    -0.0922
 0.05500    0.05262    0.03040     0.3013    0.05738   -0.01491    -0.0891
 0.05750    0.05511    0.03114     0.2945    0.05989   -0.01513    -0.0858
 0.06000    0.05760    0.03187     0.2884    0.06240   -0.01534    -0.0830
 0.06250    0.06009    0.03258     0.2822    0.06491   -0.01555    -0.0801
 0.06500    0.06258    0.03328     0.2760    0.06742   -0.01574    -0.0771
 0.06750    0.06507    0.03396     0.2708    0.06993   -0.01593    -0.0749
 0.07000    0.06756    0.03463     0.2657    0.07244   -0.01612    -0.0726
 0.07250    0.07006    0.03528     0.2604    0.07494   -0.01630    -0.0701
 0.07500    0.07255    0.03592     0.2556    0.07745   -0.01647    -0.0679
 0.07750    0.07505    0.03656     0.2511    0.07995   -0.01664    -0.0660
 0.08000    0.07754    0.03718     0.2465    0.08246   -0.01680    -0.0639
 0.08250    0.08004    0.03779     0.2418    0.08496   -0.01696    -0.0618
 0.08500    0.08254    0.03839     0.2375    0.08746   -0.01711    -0.0598
 0.08750    0.08504    0.03897     0.2338    0.08996   -0.01726    -0.0584
 0.09000    0.08753    0.03955     0.2301    0.09247   -0.01740    -0.0569
 0.09250    0.09003    0.04012     0.2257    0.09497   -0.01754    -0.0547
 0.09500    0.09254    0.04068     0.2219    0.09746   -0.01768    -0.0531
 0.09750    0.09504    0.04124     0.2190    0.09996   -0.01781    -0.0522
 0.10000    0.09754    0.04178     0.2158    0.10246   -0.01794    -0.0510
 0.11000    0.10755    0.04387     0.2022    0.11245   -0.01842    -0.0451
 0.12000    0.11757    0.04584     0.1906    0.12243   -0.01884    -0.0405
 0.13000    0.12759    0.04769     0.1801    0.13241   -0.01923    -0.0365
 0.14000    0.13762    0.04945     0.1700    0.14238   -0.01957    -0.0326
 0.15000    0.14765    0.05111     0.1609    0.15235   -0.01988    -0.0292
 0.16000    0.15769    0.05268     0.1521    0.16231   -0.02015    -0.0259
 0.17000    0.16773    0.05416     0.1437    0.17227   -0.02040    -0.0227
 0.18000    0.17777    0.05557     0.1360    0.18223   -0.02061    -0.0199
 0.19000    0.18782    0.05690     0.1285    0.19218   -0.02079    -0.0171
 0.20000    0.19787    0.05815     0.1211    0.20213   -0.02095    -0.0142
 0.21000    0.20792    0.05933     0.1145    0.21208   -0.02108    -0.0119
 0.22000    0.21798    0.06045     0.1078    0.22202   -0.02118    -0.0095
 0.23000    0.22804    0.06150     0.1012    0.23196   -0.02126    -0.0069
 0.24000    0.23810    0.06249     0.0952    0.24190   -0.02132    -0.0049
 0.25000    0.24816    0.06342     0.0893    0.25184   -0.02136    -0.0029
 0.26000    0.25822    0.06429     0.0834    0.26178   -0.02138    -0.0007
 0.27000    0.26828    0.06510     0.0776    0.27172   -0.02138     0.0013
 0.28000    0.27835    0.06585     0.0716    0.28165   -0.02135     0.0038
 0.29000    0.28841    0.06654     0.0658    0.29159   -0.02130     0.0061
 0.30000    0.29848    0.06717     0.0596    0.30152   -0.02123     0.0088
 0.31000    0.30855    0.06774     0.0534    0.31145   -0.02113     0.0116
 0.32000    0.31862    0.06825     0.0477    0.32138   -0.02100     0.0140
 0.33000    0.32869    0.06870     0.0420    0.33131   -0.02085     0.0164
 0.34000    0.33876    0.06909     0.0364    0.34124   -0.02067     0.0187
 0.35000    0.34883    0.06943     0.0307    0.35117   -0.02047     0.0212
 0.36000    0.35890    0.06971     0.0256    0.36110   -0.02025     0.0231
 0.37000    0.36898    0.06995     0.0200    0.37102   -0.02001     0.0255
 0.38000    0.37905    0.07012     0.0147    0.38095   -0.01975     0.0277
 0.39000    0.38912    0.07024     0.0093    0.39088   -0.01946     0.0300
 0.40000    0.39919    0.07031     0.0038    0.40081   -0.01915     0.0325
 0.41000    0.40927    0.07032    -0.0013    0.41073   -0.01882     0.0345
 0.42000    0.41934    0.07028    -0.0067    0.42066   -0.01847     0.0369
 0.43000    0.42941    0.07019    -0.0117    0.43059   -0.01809     0.0388
 0.44000    0.43948    0.07004    -0.0168    0.44052   -0.01769     0.0408
 0.45000    0.44955    0.06985    -0.0218    0.45045   -0.01728     0.0427
 0.46000    0.45962    0.06960    -0.0265    0.46038   -0.01685     0.0443
 0.47000    0.46969    0.06931    -0.0311    0.47031   -0.01640     0.0459
 0.48000    0.47976    0.06898    -0.0357    0.48024   -0.01594     0.0474
 0.49000    0.48983    0.06859    -0.0405    0.49017   -0.01546     0.0491
 0.50000    0.49990    0.06817    -0.0447    0.50010   -0.01496     0.0502
 0.51000    0.50997    0.06769    -0.0491    0.51003   -0.01446     0.0515
 0.52000    0.52003    0.06718    -0.0534    0.51997   -0.01394     0.0526
 0.53000    0.53009    0.06662    -0.0575    0.52991   -0.01341     0.0535
 0.54000    0.54016    0.06602    -0.0618    0.53984   -0.01288     0.0546
 0.55000    0.55022    0.06538    -0.0660    0.54978   -0.01233     0.0555
 0.56000    0.56028    0.06469    -0.0699    0.55972   -0.01177     0.0561
 0.57000    0.57034    0.06397    -0.0736    0.56966   -0.01121     0.0564
 0.58000    0.58039    0.06321    -0.0779    0.57961   -0.01065     0.0574
 0.59000    0.59045    0.06240    -0.0817    0.58955   -0.01008     0.0576
 0.60000    0.60050    0.06157    -0.0855    0.59950   -0.00950     0.0580
 0.61000    0.61055    0.06068    -0.0893    0.60944   -0.00892     0.0582
 0.62000    0.62061    0.05977    -0.0929    0.61939   -0.00835     0.0581
 0.63000    0.63065    0.05882    -0.0970    0.62935   -0.00776     0.0585
 0.64000    0.64070    0.05782    -0.1005    0.63930   -0.00718     0.0581
 0.65000    0.65075    0.05680    -0.1040    0.64925   -0.00661     0.0576
 0.66000    0.66079    0.05573    -0.1080    0.65921   -0.00603     0.0575
 0.67000    0.67083    0.05463    -0.1114    0.66917   -0.00547     0.0567
 0.68000    0.68087    0.05349    -0.1149    0.67913   -0.00491     0.0559
 0.69000    0.69091    0.05232    -0.1186    0.68909   -0.00435     0.0551
 0.70000    0.70095    0.05111    -0.1221    0.69905   -0.00381     0.0538
 0.71000    0.71098    0.04987    -0.1253    0.70902   -0.00328     0.0521
 0.72000    0.72101    0.04860    -0.1291    0.71899   -0.00277     0.0507
 0.73000    0.73105    0.04728    -0.1323    0.72895   -0.00227     0.0484
 0.74000    0.74108    0.04594    -0.1356    0.73892   -0.00180     0.0459
 0.75000    0.75111    0.04456    -0.1391    0.74889   -0.00136     0.0432
 0.76000    0.76114    0.04315    -0.1424    0.75886   -0.00095     0.0397
 0.77000    0.77117    0.04170    -0.1463    0.76883   -0.00057     0.0362
 0.78000    0.78121    0.04022    -0.1503    0.77879   -0.00023     0.0315
 0.79000    0.79125    0.03868    -0.1553    0.78875    0.00006     0.0274
 0.80000    0.80133    0.03708    -0.1632    0.79867    0.00030     0.0196
 0.81000    0.81139    0.03540    -0.1691    0.80861    0.00046     0.0133
 0.82000    0.82139    0.03367    -0.1817    0.81860    0.00056     0.0028
 0.83000    0.83138    0.03179    -0.1903    0.82862    0.00052    -0.0046
 0.84000    0.84134    0.02991    -0.1880    0.83866    0.00049    -0.0026
 0.85000    0.85129    0.02803    -0.1886    0.84870    0.00046    -0.0032
 0.86000    0.86124    0.02616    -0.1885    0.85876    0.00043    -0.0030
 0.87000    0.87117    0.02428    -0.1885    0.86883    0.00040    -0.0031
 0.88000    0.88109    0.02242    -0.1885    0.87891    0.00037    -0.0031
 0.89000    0.89100    0.02055    -0.1885    0.88900    0.00034    -0.0031
 0.90000    0.90091    0.01868    -0.1885    0.89909    0.00031    -0.0031
 0.91000    0.91082    0.01681    -0.1885    0.90918    0.00028    -0.0031
 0.92000    0.92073    0.01494    -0.1885    0.91927    0.00025    -0.0031
 0.93000    0.93063    0.01308    -0.1885    0.92936    0.00022    -0.0031
 0.94000    0.94055    0.01121    -0.1885    0.93945    0.00019    -0.0031
 0.95000    0.95046    0.00934    -0.1885    0.94954    0.00015    -0.0031
 0.96000    0.96038    0.00747    -0.1885    0.95962    0.00012    -0.0031
 0.97000    0.97031    0.00560    -0.1885    0.96969    0.00009    -0.0031
 0.98000    0.98024    0.00372    -0.1885    0.97976    0.00006    -0.0031
 0.99000    0.99016    0.00185    -0.1885    0.98983    0.00003    -0.0031
 1.00000    1.00001    0.00000    -0.1885    0.99999    0.00000    -0.0031
-----------------------------------------------------



